user_id,R,F,M,R_score,F_score,M_score,RFM,label
2,2,7,1307.2,1,1,1,111,核心价值用户
4,4,4,570.4,0,1,1,011,重点保持用户
16,3,2,169.3,0,1,0,010,一般保持用户
17,3,1,62.7,0,0,0,000,流失用户
20,3,1,37.9,0,0,0,000,流失用户
25,5,2,626.8,0,1,1,011,重点保持用户
27,3,1,11.4,0,0,0,000,流失用户
28,2,3,144.6,1,1,0,110,高潜力用户
33,4,3,321.1,0,1,1,011,重点保持用户
38,3,1,93.1,0,0,0,000,流失用户
39,2,4,367.0,1,1,1,111,核心价值用户
40,3,1,195.0,0,0,0,000,流失用户
41,2,11,1435.7,1,1,1,111,核心价值用户
43,1,6,528.3,1,1,1,111,核心价值用户
44,6,1,112.4,0,0,0,000,流失用户
45,1,4,511.1,1,1,1,111,核心价值用户
46,2,5,244.99999999999997,1,1,1,111,核心价值用户
48,1,1,63.6,1,0,0,100,一般发展用户
49,1,1,150.4,1,0,0,100,一般发展用户
50,1,18,3154.3999999999996,1,1,1,111,核心价值用户
51,2,1,149.6,1,0,0,100,一般发展用户
57,2,2,314.6,1,1,1,111,核心价值用户
61,1,5,645.2,1,1,1,111,核心价值用户
62,1,3,679.0,1,1,1,111,核心价值用户
63,6,1,155.2,0,0,0,000,流失用户
65,1,2,197.2,1,1,0,110,高潜力用户
66,1,4,320.4,1,1,1,111,核心价值用户
68,1,3,416.4,1,1,1,111,核心价值用户
71,3,1,19.6,0,0,0,000,流失用户
72,3,2,280.9,0,1,1,011,重点保持用户
73,3,2,224.6,0,1,1,011,重点保持用户
75,1,8,853.5999999999999,1,1,1,111,核心价值用户
76,4,1,340.0,0,0,1,001,高消费沉睡用户
77,2,2,462.6,1,1,1,111,核心价值用户
80,3,4,334.3,0,1,1,011,重点保持用户
81,5,2,78.4,0,1,0,010,一般保持用户
88,1,1,190.8,1,0,0,100,一般发展用户
91,1,1,105.4,1,0,0,100,一般发展用户
95,5,1,223.2,0,0,1,001,高消费沉睡用户
96,3,2,302.9,0,1,1,011,重点保持用户
98,2,2,277.20000000000005,1,1,1,111,核心价值用户
101,1,7,727.3,1,1,1,111,核心价值用户
108,1,2,24.1,1,1,0,110,高潜力用户
109,2,2,152.8,1,1,0,110,高潜力用户
110,6,1,197.2,0,0,0,000,流失用户
113,2,1,216.4,1,0,1,101,高消费流失预警用户
114,1,5,600.8,1,1,1,111,核心价值用户
116,2,2,248.3,1,1,1,111,核心价值用户
117,6,3,628.4,0,1,1,011,重点保持用户
119,5,3,264.09999999999997,0,1,1,011,重点保持用户
120,6,2,360.30000000000007,0,1,1,011,重点保持用户
122,2,2,437.2,1,1,1,111,核心价值用户
123,2,2,290.20000000000005,1,1,1,111,核心价值用户
126,5,1,122.0,0,0,0,000,流失用户
128,1,4,833.7,1,1,1,111,核心价值用户
129,1,11,1259.0,1,1,1,111,核心价值用户
130,1,3,378.4,1,1,1,111,核心价值用户
131,2,3,301.8,1,1,1,111,核心价值用户
132,6,1,256.0,0,0,1,001,高消费沉睡用户
135,4,1,86.0,0,0,0,000,流失用户
136,4,2,219.7,0,1,1,011,重点保持用户
137,2,1,44.5,1,0,0,100,一般发展用户
140,5,1,94.2,0,0,0,000,流失用户
143,3,2,75.7,0,1,0,010,一般保持用户
146,1,4,460.0,1,1,1,111,核心价值用户
147,1,5,477.5,1,1,1,111,核心价值用户
149,3,1,282.9,0,0,1,001,高消费沉睡用户
150,2,5,630.7,1,1,1,111,核心价值用户
151,2,2,148.7,1,1,0,110,高潜力用户
152,1,3,1032.8,1,1,1,111,核心价值用户
153,6,1,41.400000000000006,0,0,0,000,流失用户
154,2,1,269.70000000000005,1,0,1,101,高消费流失预警用户
156,2,1,101.10000000000001,1,0,0,100,一般发展用户
157,2,1,81.0,1,0,0,100,一般发展用户
158,3,1,298.8,0,0,1,001,高消费沉睡用户
162,2,1,201.2,1,0,0,100,一般发展用户
168,1,2,79.3,1,1,0,110,高潜力用户
170,6,1,108.30000000000001,0,0,0,000,流失用户
172,6,1,42.4,0,0,0,000,流失用户
173,3,5,539.6,0,1,1,011,重点保持用户
174,3,1,11.7,0,0,0,000,流失用户
178,3,2,228.0,0,1,1,011,重点保持用户
182,2,1,43.6,1,0,0,100,一般发展用户
183,4,1,49.3,0,0,0,000,流失用户
184,1,2,122.7,1,1,0,110,高潜力用户
186,3,1,165.4,0,0,0,000,流失用户
190,2,2,316.2,1,1,1,111,核心价值用户
192,1,8,887.3,1,1,1,111,核心价值用户
196,3,3,450.1,0,1,1,011,重点保持用户
200,3,1,107.69999999999999,0,0,0,000,流失用户
201,6,1,27.0,0,0,0,000,流失用户
202,4,1,19.200000000000003,0,0,0,000,流失用户
204,4,1,25.2,0,0,0,000,流失用户
206,4,1,43.5,0,0,0,000,流失用户
208,1,3,485.40000000000003,1,1,1,111,核心价值用户
209,2,2,267.9,1,1,1,111,核心价值用户
210,1,2,153.4,1,1,0,110,高潜力用户
212,2,2,134.1,1,1,0,110,高潜力用户
214,1,2,433.09999999999997,1,1,1,111,核心价值用户
215,1,1,60.0,1,0,0,100,一般发展用户
216,3,5,770.8,0,1,1,011,重点保持用户
221,3,1,33.8,0,0,0,000,流失用户
223,2,1,189.60000000000002,1,0,0,100,一般发展用户
225,4,4,531.8000000000001,0,1,1,011,重点保持用户
226,5,3,226.39999999999998,0,1,1,011,重点保持用户
227,1,2,103.5,1,1,0,110,高潜力用户
230,6,2,189.7,0,1,0,010,一般保持用户
231,4,2,118.19999999999999,0,1,0,010,一般保持用户
232,2,2,428.8,1,1,1,111,核心价值用户
233,1,2,290.2,1,1,1,111,核心价值用户
238,5,1,55.1,0,0,0,000,流失用户
240,1,2,525.2,1,1,1,111,核心价值用户
241,4,3,559.5,0,1,1,011,重点保持用户
244,2,1,92.5,1,0,0,100,一般发展用户
245,1,5,667.7,1,1,1,111,核心价值用户
246,4,1,44.9,0,0,0,000,流失用户
248,3,2,436.5,0,1,1,011,重点保持用户
249,5,2,168.60000000000002,0,1,0,010,一般保持用户
251,2,6,879.7,1,1,1,111,核心价值用户
252,1,9,940.3000000000001,1,1,1,111,核心价值用户
254,3,1,166.6,0,0,0,000,流失用户
255,6,1,58.6,0,0,0,000,流失用户
256,4,6,1462.0,0,1,1,011,重点保持用户
257,6,1,83.9,0,0,0,000,流失用户
259,3,2,402.8,0,1,1,011,重点保持用户
264,2,2,198.79999999999998,1,1,0,110,高潜力用户
266,1,1,90.0,1,0,0,100,一般发展用户
268,5,1,195.89999999999998,0,0,0,000,流失用户
273,4,1,34.5,0,0,0,000,流失用户
274,1,2,150.8,1,1,0,110,高潜力用户
275,1,3,634.2,1,1,1,111,核心价值用户
276,3,4,379.70000000000005,0,1,1,011,重点保持用户
277,2,3,171.90000000000003,1,1,0,110,高潜力用户
280,1,2,370.0,1,1,1,111,核心价值用户
281,2,1,39.7,1,0,0,100,一般发展用户
284,1,5,630.1,1,1,1,111,核心价值用户
286,3,3,342.40000000000003,0,1,1,011,重点保持用户
287,3,1,134.2,0,0,0,000,流失用户
290,3,3,132.9,0,1,0,010,一般保持用户
291,2,3,291.0,1,1,1,111,核心价值用户
293,1,3,242.2,1,1,1,111,核心价值用户
294,2,3,328.8,1,1,1,111,核心价值用户
295,6,1,78.1,0,0,0,000,流失用户
296,6,1,50.8,0,0,0,000,流失用户
298,3,1,233.39999999999998,0,0,1,001,高消费沉睡用户
299,2,1,134.8,1,0,0,100,一般发展用户
300,6,1,186.89999999999998,0,0,0,000,流失用户
303,2,5,494.4,1,1,1,111,核心价值用户
304,1,3,439.29999999999995,1,1,1,111,核心价值用户
307,6,1,376.8,0,0,1,001,高消费沉睡用户
309,1,2,365.5,1,1,1,111,核心价值用户
310,3,1,188.0,0,0,0,000,流失用户
311,1,6,932.8,1,1,1,111,核心价值用户
312,1,7,1057.3,1,1,1,111,核心价值用户
313,2,5,694.8,1,1,1,111,核心价值用户
317,1,6,715.5,1,1,1,111,核心价值用户
318,4,2,360.4,0,1,1,011,重点保持用户
321,1,4,747.6,1,1,1,111,核心价值用户
322,1,5,182.79999999999998,1,1,0,110,高潜力用户
325,1,2,620.8,1,1,1,111,核心价值用户
326,1,1,80.4,1,0,0,100,一般发展用户
329,6,1,12.6,0,0,0,000,流失用户
330,1,2,130.5,1,1,0,110,高潜力用户
331,2,1,127.19999999999999,1,0,0,100,一般发展用户
338,2,2,86.4,1,1,0,110,高潜力用户
339,6,1,75.2,0,0,0,000,流失用户
340,3,4,907.4,0,1,1,011,重点保持用户
341,1,2,168.7,1,1,0,110,高潜力用户
343,5,3,157.1,0,1,0,010,一般保持用户
344,2,2,138.2,1,1,0,110,高潜力用户
345,1,5,557.4,1,1,1,111,核心价值用户
346,5,1,264.6,0,0,1,001,高消费沉睡用户
348,2,1,62.099999999999994,1,0,0,100,一般发展用户
351,2,2,189.4,1,1,0,110,高潜力用户
352,1,3,267.6,1,1,1,111,核心价值用户
353,2,4,381.09999999999997,1,1,1,111,核心价值用户
358,3,6,423.0,0,1,1,011,重点保持用户
359,3,1,293.2,0,0,1,001,高消费沉睡用户
360,1,3,165.79999999999998,1,1,0,110,高潜力用户
361,3,4,711.3,0,1,1,011,重点保持用户
362,2,5,816.5,1,1,1,111,核心价值用户
363,2,2,484.09999999999997,1,1,1,111,核心价值用户
364,6,1,208.8,0,0,1,001,高消费沉睡用户
365,1,1,63.300000000000004,1,0,0,100,一般发展用户
366,2,5,248.6,1,1,1,111,核心价值用户
367,6,1,108.4,0,0,0,000,流失用户
368,1,8,732.9,1,1,1,111,核心价值用户
369,6,1,9.6,0,0,0,000,流失用户
370,5,1,82.5,0,0,0,000,流失用户
371,5,1,107.6,0,0,0,000,流失用户
373,1,1,107.69999999999999,1,0,0,100,一般发展用户
375,5,1,217.2,0,0,1,001,高消费沉睡用户
376,2,4,368.9,1,1,1,111,核心价值用户
377,2,2,168.6,1,1,0,110,高潜力用户
378,1,3,279.8,1,1,1,111,核心价值用户
379,5,3,363.59999999999997,0,1,1,011,重点保持用户
381,4,1,189.0,0,0,0,000,流失用户
382,6,2,115.79999999999998,0,1,0,010,一般保持用户
385,1,3,353.79999999999995,1,1,1,111,核心价值用户
387,1,7,1071.0,1,1,1,111,核心价值用户
389,4,1,303.2,0,0,1,001,高消费沉睡用户
390,1,2,155.7,1,1,0,110,高潜力用户
391,1,10,1276.0,1,1,1,111,核心价值用户
395,2,1,87.0,1,0,0,100,一般发展用户
396,2,2,73.8,1,1,0,110,高潜力用户
399,3,2,503.2,0,1,1,011,重点保持用户
401,2,3,280.90000000000003,1,1,1,111,核心价值用户
402,3,1,188.0,0,0,0,000,流失用户
403,4,2,185.1,0,1,0,010,一般保持用户
406,2,3,479.6,1,1,1,111,核心价值用户
407,3,3,496.4,0,1,1,011,重点保持用户
410,2,4,328.5,1,1,1,111,核心价值用户
411,6,2,477.49999999999994,0,1,1,011,重点保持用户
412,1,3,630.8,1,1,1,111,核心价值用户
413,2,3,32.2,1,1,0,110,高潜力用户
417,1,3,256.59999999999997,1,1,1,111,核心价值用户
419,4,1,193.0,0,0,0,000,流失用户
421,6,2,183.7,0,1,0,010,一般保持用户
423,1,2,226.7,1,1,1,111,核心价值用户
424,2,1,68.9,1,0,0,100,一般发展用户
425,3,6,787.0,0,1,1,011,重点保持用户
428,1,3,649.6,1,1,1,111,核心价值用户
429,5,4,623.1999999999999,0,1,1,011,重点保持用户
430,5,1,53.3,0,0,0,000,流失用户
433,3,1,59.699999999999996,0,0,0,000,流失用户
434,5,1,75.0,0,0,0,000,流失用户
435,1,3,422.0,1,1,1,111,核心价值用户
436,2,3,516.3,1,1,1,111,核心价值用户
438,2,3,261.29999999999995,1,1,1,111,核心价值用户
440,3,1,171.60000000000002,0,0,0,000,流失用户
442,6,1,359.6,0,0,1,001,高消费沉睡用户
446,5,1,93.6,0,0,0,000,流失用户
447,2,1,81.4,1,0,0,100,一般发展用户
448,3,1,48.8,0,0,0,000,流失用户
449,1,2,76.9,1,1,0,110,高潜力用户
450,2,5,995.4000000000001,1,1,1,111,核心价值用户
453,4,6,826.1,0,1,1,011,重点保持用户
454,2,1,30.0,1,0,0,100,一般发展用户
455,1,3,625.5,1,1,1,111,核心价值用户
457,1,1,147.89999999999998,1,0,0,100,一般发展用户
459,1,1,6.9,1,0,0,100,一般发展用户
461,2,1,240.8,1,0,1,101,高消费流失预警用户
462,6,1,78.7,0,0,0,000,流失用户
464,1,3,340.9,1,1,1,111,核心价值用户
467,1,3,302.3,1,1,1,111,核心价值用户
470,1,21,1996.2,1,1,1,111,核心价值用户
471,1,1,52.199999999999996,1,0,0,100,一般发展用户
472,3,2,369.3,0,1,1,011,重点保持用户
474,6,1,22.200000000000003,0,0,0,000,流失用户
476,1,9,1145.4,1,1,1,111,核心价值用户
479,1,1,45.4,1,0,0,100,一般发展用户
480,1,1,145.6,1,0,0,100,一般发展用户
481,1,4,381.3,1,1,1,111,核心价值用户
483,1,3,107.5,1,1,0,110,高潜力用户
484,2,3,368.90000000000003,1,1,1,111,核心价值用户
485,2,3,228.20000000000002,1,1,1,111,核心价值用户
486,1,6,772.6,1,1,1,111,核心价值用户
491,5,1,37.8,0,0,0,000,流失用户
492,3,2,24.0,0,1,0,010,一般保持用户
494,3,2,222.1,0,1,1,011,重点保持用户
495,2,1,92.2,1,0,0,100,一般发展用户
496,3,3,431.0,0,1,1,011,重点保持用户
497,4,2,183.6,0,1,0,010,一般保持用户
499,2,2,440.6,1,1,1,111,核心价值用户
507,5,1,16.5,0,0,0,000,流失用户
513,2,1,30.0,1,0,0,100,一般发展用户
515,4,6,1145.9,0,1,1,011,重点保持用户
517,1,1,135.6,1,0,0,100,一般发展用户
520,4,2,332.6,0,1,1,011,重点保持用户
521,3,1,50.5,0,0,0,000,流失用户
522,5,1,82.6,0,0,0,000,流失用户
523,2,4,897.7,1,1,1,111,核心价值用户
524,3,5,781.3,0,1,1,011,重点保持用户
526,1,4,614.0999999999999,1,1,1,111,核心价值用户
527,2,1,32.9,1,0,0,100,一般发展用户
528,6,1,214.79999999999998,0,0,1,001,高消费沉睡用户
531,2,1,9.0,1,0,0,100,一般发展用户
532,3,3,191.6,0,1,0,010,一般保持用户
533,6,2,373.3,0,1,1,011,重点保持用户
535,3,4,1037.6,0,1,1,011,重点保持用户
536,2,3,438.3,1,1,1,111,核心价值用户
537,3,1,56.7,0,0,0,000,流失用户
538,6,1,80.6,0,0,0,000,流失用户
543,6,1,64.19999999999999,0,0,0,000,流失用户
546,1,1,33.7,1,0,0,100,一般发展用户
547,2,1,318.4,1,0,1,101,高消费流失预警用户
549,2,1,204.29999999999998,1,0,0,100,一般发展用户
551,4,4,265.2,0,1,1,011,重点保持用户
552,2,1,84.4,1,0,0,100,一般发展用户
553,3,1,235.2,0,0,1,001,高消费沉睡用户
556,4,1,88.4,0,0,0,000,流失用户
557,1,7,844.5,1,1,1,111,核心价值用户
558,2,1,179.7,1,0,0,100,一般发展用户
559,4,2,182.6,0,1,0,010,一般保持用户
561,3,2,159.8,0,1,0,010,一般保持用户
562,1,1,124.2,1,0,0,100,一般发展用户
563,3,7,1307.8,0,1,1,011,重点保持用户
564,2,3,477.29999999999995,1,1,1,111,核心价值用户
565,5,3,183.3,0,1,0,010,一般保持用户
567,1,6,269.5,1,1,1,111,核心价值用户
568,6,1,27.8,0,0,0,000,流失用户
571,4,5,441.40000000000003,0,1,1,011,重点保持用户
574,2,2,194.0,1,1,0,110,高潜力用户
579,4,2,87.0,0,1,0,010,一般保持用户
580,2,5,399.2,1,1,1,111,核心价值用户
581,2,1,96.6,1,0,0,100,一般发展用户
584,1,2,219.29999999999998,1,1,1,111,核心价值用户
585,6,1,17.8,0,0,0,000,流失用户
587,2,2,415.2,1,1,1,111,核心价值用户
588,2,1,74.3,1,0,0,100,一般发展用户
590,1,2,170.0,1,1,0,110,高潜力用户
592,3,4,215.2,0,1,1,011,重点保持用户
597,3,2,430.8,0,1,1,011,重点保持用户
598,3,2,464.0,0,1,1,011,重点保持用户
599,1,11,1724.1,1,1,1,111,核心价值用户
600,5,1,0.8,0,0,0,000,流失用户
601,6,1,342.8,0,0,1,001,高消费沉睡用户
603,4,1,182.2,0,0,0,000,流失用户
606,1,2,184.2,1,1,0,110,高潜力用户
608,1,2,417.4,1,1,1,111,核心价值用户
609,4,3,404.2,0,1,1,011,重点保持用户
610,1,1,68.69999999999999,1,0,0,100,一般发展用户
613,3,1,253.79999999999998,0,0,1,001,高消费沉睡用户
615,1,3,191.2,1,1,0,110,高潜力用户
616,1,3,224.29999999999998,1,1,1,111,核心价值用户
617,2,3,186.1,1,1,0,110,高潜力用户
618,2,1,138.8,1,0,0,100,一般发展用户
621,1,5,754.8000000000001,1,1,1,111,核心价值用户
622,1,9,1063.3,1,1,1,111,核心价值用户
623,1,2,327.0,1,1,1,111,核心价值用户
624,1,4,293.70000000000005,1,1,1,111,核心价值用户
625,5,2,288.40000000000003,0,1,1,011,重点保持用户
626,1,1,209.39999999999998,1,0,1,101,高消费流失预警用户
627,1,2,282.1,1,1,1,111,核心价值用户
629,2,5,543.6,1,1,1,111,核心价值用户
632,2,5,675.1,1,1,1,111,核心价值用户
635,5,1,38.6,0,0,0,000,流失用户
636,6,1,104.69999999999999,0,0,0,000,流失用户
638,2,6,730.9,1,1,1,111,核心价值用户
640,3,2,347.09999999999997,0,1,1,011,重点保持用户
641,1,1,57.6,1,0,0,100,一般发展用户
642,1,3,602.4,1,1,1,111,核心价值用户
644,2,1,10.0,1,0,0,100,一般发展用户
645,4,2,167.3,0,1,0,010,一般保持用户
646,5,4,183.5,0,1,0,010,一般保持用户
648,1,1,319.6,1,0,1,101,高消费流失预警用户
649,4,6,477.5,0,1,1,011,重点保持用户
650,1,3,120.4,1,1,0,110,高潜力用户
651,5,1,169.6,0,0,0,000,流失用户
652,2,1,144.0,1,0,0,100,一般发展用户
655,4,3,441.50000000000006,0,1,1,011,重点保持用户
656,1,1,189.0,1,0,0,100,一般发展用户
658,3,2,171.6,0,1,0,010,一般保持用户
660,1,1,16.4,1,0,0,100,一般发展用户
666,3,1,29.2,0,0,0,000,流失用户
669,1,1,253.5,1,0,1,101,高消费流失预警用户
670,5,4,696.3000000000001,0,1,1,011,重点保持用户
671,1,2,254.10000000000002,1,1,1,111,核心价值用户
674,3,2,251.60000000000002,0,1,1,011,重点保持用户
675,2,5,596.5,1,1,1,111,核心价值用户
676,5,2,387.0,0,1,1,011,重点保持用户
677,2,2,303.3,1,1,1,111,核心价值用户
678,2,2,34.7,1,1,0,110,高潜力用户
680,4,1,80.0,0,0,0,000,流失用户
681,1,3,195.60000000000002,1,1,0,110,高潜力用户
682,6,1,344.8,0,0,1,001,高消费沉睡用户
685,2,1,142.8,1,0,0,100,一般发展用户
686,1,4,417.8,1,1,1,111,核心价值用户
692,1,3,378.2,1,1,1,111,核心价值用户
693,1,1,12.8,1,0,0,100,一般发展用户
694,4,1,50.0,0,0,0,000,流失用户
695,1,1,10.0,1,0,0,100,一般发展用户
697,1,2,328.0,1,1,1,111,核心价值用户
698,3,2,228.59999999999997,0,1,1,011,重点保持用户
704,1,2,147.7,1,1,0,110,高潜力用户
706,1,1,64.2,1,0,0,100,一般发展用户
708,1,1,50.099999999999994,1,0,0,100,一般发展用户
709,1,2,211.70000000000002,1,1,1,111,核心价值用户
710,1,5,796.9,1,1,1,111,核心价值用户
711,2,1,116.6,1,0,0,100,一般发展用户
712,2,3,128.39999999999998,1,1,0,110,高潜力用户
713,4,2,212.4,0,1,1,011,重点保持用户
715,1,3,592.2,1,1,1,111,核心价值用户
717,2,3,126.30000000000001,1,1,0,110,高潜力用户
718,1,2,460.8,1,1,1,111,核心价值用户
721,1,4,732.3,1,1,1,111,核心价值用户
723,2,3,179.8,1,1,0,110,高潜力用户
725,2,3,601.7,1,1,1,111,核心价值用户
727,2,1,179.10000000000002,1,0,0,100,一般发展用户
728,1,5,540.9,1,1,1,111,核心价值用户
730,3,1,144.0,0,0,0,000,流失用户
734,1,1,77.4,1,0,0,100,一般发展用户
736,2,1,43.2,1,0,0,100,一般发展用户
737,1,3,162.9,1,1,0,110,高潜力用户
738,1,3,208.10000000000002,1,1,0,110,高潜力用户
739,5,1,89.8,0,0,0,000,流失用户
742,3,1,50.0,0,0,0,000,流失用户
743,2,2,383.2,1,1,1,111,核心价值用户
746,1,1,270.9,1,0,1,101,高消费流失预警用户
747,2,2,389.2,1,1,1,111,核心价值用户
748,5,2,472.0,0,1,1,011,重点保持用户
750,1,1,66.0,1,0,0,100,一般发展用户
753,2,4,453.7,1,1,1,111,核心价值用户
754,2,5,514.7,1,1,1,111,核心价值用户
755,4,1,46.4,0,0,0,000,流失用户
756,6,1,56.4,0,0,0,000,流失用户
759,6,1,15.8,0,0,0,000,流失用户
760,1,1,83.6,1,0,0,100,一般发展用户
761,1,2,236.2,1,1,1,111,核心价值用户
763,2,2,423.29999999999995,1,1,1,111,核心价值用户
764,3,1,165.8,0,0,0,000,流失用户
766,1,4,374.2,1,1,1,111,核心价值用户
767,3,4,412.0,0,1,1,011,重点保持用户
768,2,2,71.8,1,1,0,110,高潜力用户
769,6,1,134.4,0,0,0,000,流失用户
772,1,2,87.2,1,1,0,110,高潜力用户
775,1,3,209.4,1,1,1,111,核心价值用户
776,6,2,88.2,0,1,0,010,一般保持用户
778,6,1,193.79999999999998,0,0,0,000,流失用户
779,2,5,237.10000000000002,1,1,1,111,核心价值用户
780,6,1,12.7,0,0,0,000,流失用户
784,3,3,377.9,0,1,1,011,重点保持用户
785,3,5,883.4000000000001,0,1,1,011,重点保持用户
790,2,2,280.6,1,1,1,111,核心价值用户
791,1,4,812.4,1,1,1,111,核心价值用户
792,2,2,363.4,1,1,1,111,核心价值用户
793,1,5,567.4,1,1,1,111,核心价值用户
794,2,1,199.6,1,0,0,100,一般发展用户
795,1,2,177.3,1,1,0,110,高潜力用户
796,2,1,49.5,1,0,0,100,一般发展用户
797,4,2,239.7,0,1,1,011,重点保持用户
798,3,2,484.8,0,1,1,011,重点保持用户
799,2,1,25.9,1,0,0,100,一般发展用户
803,1,4,382.0,1,1,1,111,核心价值用户
804,2,11,1037.8,1,1,1,111,核心价值用户
808,5,1,124.2,0,0,0,000,流失用户
811,2,1,102.0,1,0,0,100,一般发展用户
813,2,1,13.8,1,0,0,100,一般发展用户
815,3,1,72.6,0,0,0,000,流失用户
816,1,2,91.7,1,1,0,110,高潜力用户
819,4,2,175.4,0,1,0,010,一般保持用户
820,1,4,305.0,1,1,1,111,核心价值用户
821,3,2,199.5,0,1,0,010,一般保持用户
822,3,18,1810.7,0,1,1,011,重点保持用户
823,5,3,239.49999999999997,0,1,1,011,重点保持用户
826,3,2,364.0,0,1,1,011,重点保持用户
827,2,1,126.0,1,0,0,100,一般发展用户
828,1,5,928.1,1,1,1,111,核心价值用户
829,2,2,172.8,1,1,0,110,高潜力用户
833,1,5,1009.0999999999999,1,1,1,111,核心价值用户
834,1,2,498.9,1,1,1,111,核心价值用户
835,6,1,9.8,0,0,0,000,流失用户
836,6,3,238.3,0,1,1,011,重点保持用户
839,5,1,86.4,0,0,0,000,流失用户
840,1,1,157.4,1,0,0,100,一般发展用户
841,6,1,271.20000000000005,0,0,1,001,高消费沉睡用户
843,5,1,186.4,0,0,0,000,流失用户
844,3,2,198.39999999999998,0,1,0,010,一般保持用户
846,5,1,189.6,0,0,0,000,流失用户
847,4,3,462.29999999999995,0,1,1,011,重点保持用户
848,1,1,163.4,1,0,0,100,一般发展用户
849,4,1,30.4,0,0,0,000,流失用户
850,3,1,150.8,0,0,0,000,流失用户
851,2,2,308.2,1,1,1,111,核心价值用户
862,2,5,310.4,1,1,1,111,核心价值用户
864,2,4,489.2,1,1,1,111,核心价值用户
865,1,6,500.9,1,1,1,111,核心价值用户
867,2,2,320.59999999999997,1,1,1,111,核心价值用户
869,5,5,965.3,0,1,1,011,重点保持用户
870,6,1,2.6,0,0,0,000,流失用户
871,3,6,1067.6,0,1,1,011,重点保持用户
874,4,2,116.1,0,1,0,010,一般保持用户
875,5,1,175.6,0,0,0,000,流失用户
876,1,2,106.5,1,1,0,110,高潜力用户
878,1,4,377.5,1,1,1,111,核心价值用户
879,4,1,1.4,0,0,0,000,流失用户
880,6,1,290.4,0,0,1,001,高消费沉睡用户
882,2,4,604.0,1,1,1,111,核心价值用户
883,3,1,4.8,0,0,0,000,流失用户
888,6,1,181.8,0,0,0,000,流失用户
893,5,1,47.6,0,0,0,000,流失用户
896,1,4,456.5,1,1,1,111,核心价值用户
897,5,2,165.5,0,1,0,010,一般保持用户
899,5,1,94.0,0,0,0,000,流失用户
900,2,4,430.19999999999993,1,1,1,111,核心价值用户
901,1,1,7.2,1,0,0,100,一般发展用户
902,2,1,145.2,1,0,0,100,一般发展用户
903,1,3,115.6,1,1,0,110,高潜力用户
906,2,2,107.5,1,1,0,110,高潜力用户
913,3,2,750.8,0,1,1,011,重点保持用户
914,3,3,248.8,0,1,1,011,重点保持用户
915,4,1,161.0,0,0,0,000,流失用户
917,4,2,267.6,0,1,1,011,重点保持用户
918,2,1,55.800000000000004,1,0,0,100,一般发展用户
922,3,1,103.4,0,0,0,000,流失用户
924,1,9,747.5999999999999,1,1,1,111,核心价值用户
926,6,2,106.39999999999999,0,1,0,010,一般保持用户
927,2,5,203.09999999999997,1,1,0,110,高潜力用户
928,1,1,50.099999999999994,1,0,0,100,一般发展用户
932,4,1,222.29999999999998,0,0,1,001,高消费沉睡用户
933,1,5,674.1,1,1,1,111,核心价值用户
934,4,1,356.4,0,0,1,001,高消费沉睡用户
935,3,1,6.4,0,0,0,000,流失用户
937,1,2,76.4,1,1,0,110,高潜力用户
940,4,1,44.2,0,0,0,000,流失用户
941,1,2,111.8,1,1,0,110,高潜力用户
942,5,2,240.10000000000002,0,1,1,011,重点保持用户
943,5,2,300.59999999999997,0,1,1,011,重点保持用户
944,1,1,99.9,1,0,0,100,一般发展用户
945,1,3,627.6,1,1,1,111,核心价值用户
946,2,6,744.1,1,1,1,111,核心价值用户
947,1,4,517.9000000000001,1,1,1,111,核心价值用户
948,6,1,80.2,0,0,0,000,流失用户
949,1,7,574.4,1,1,1,111,核心价值用户
951,4,3,481.2,0,1,1,011,重点保持用户
953,6,2,337.8,0,1,1,011,重点保持用户
954,1,6,628.9000000000001,1,1,1,111,核心价值用户
955,5,1,126.4,0,0,0,000,流失用户
961,5,3,118.6,0,1,0,010,一般保持用户
963,1,6,345.1,1,1,1,111,核心价值用户
964,2,1,281.4,1,0,1,101,高消费流失预警用户
966,4,2,121.89999999999999,0,1,0,010,一般保持用户
967,1,3,229.1,1,1,1,111,核心价值用户
968,1,1,84.9,1,0,0,100,一般发展用户
969,1,2,177.5,1,1,0,110,高潜力用户
971,1,1,341.6,1,0,1,101,高消费流失预警用户
972,4,2,246.8,0,1,1,011,重点保持用户
973,1,2,127.6,1,1,0,110,高潜力用户
974,3,1,13.2,0,0,0,000,流失用户
975,2,7,970.4,1,1,1,111,核心价值用户
976,6,1,209.6,0,0,1,001,高消费沉睡用户
980,6,3,572.6,0,1,1,011,重点保持用户
983,1,2,66.3,1,1,0,110,高潜力用户
985,1,5,484.4,1,1,1,111,核心价值用户
987,3,3,512.5,0,1,1,011,重点保持用户
988,4,1,69.7,0,0,0,000,流失用户
989,5,3,449.6,0,1,1,011,重点保持用户
991,1,4,460.09999999999997,1,1,1,111,核心价值用户
993,4,2,254.29999999999998,0,1,1,011,重点保持用户
994,2,2,432.0,1,1,1,111,核心价值用户
995,2,1,90.6,1,0,0,100,一般发展用户
996,1,2,541.0999999999999,1,1,1,111,核心价值用户
997,4,1,93.2,0,0,0,000,流失用户
999,5,2,30.3,0,1,0,010,一般保持用户
1002,3,1,78.8,0,0,0,000,流失用户
